Price,Bedroom,Space,Room,Lot,Tax,Bathroom,Garage,Condition,YearBuilt,Location
49.0,4.0,1043.0,7.0,30.0,676.0,1.5,0.0,0.0,2004.0,Chicago
49.0,4.0,1043.0,7.0,30.0,676.0,1.5,0.0,0.0,2010.0,Chicago
49.0,4.0,1043.0,7.0,30.0,676.0,1.5,0.0,0.0,2005.0,Chicago
49.0,4.0,1043.0,7.0,30.0,676.0,1.5,0.0,0.0,2000.0,Chicago
49.0,4.0,1408.0,8.0,0.0,650.0,1.0,1.0,1.0,2008.0,Chicago
49.0,4.0,1408.0,8.0,0.0,650.0,1.0,1.0,1.0,2004.0,Chicago
49.0,4.0,1408.0,8.0,0.0,650.0,1.0,1.0,1.0,2010.0,Chicago
49.0,4.0,1408.0,8.0,0.0,650.0,1.0,1.0,1.0,2005.0,Chicago
49.0,4.0,1408.0,8.0,0.0,650.0,1.0,1.0,1.0,2000.0,Chicago
49.0,4.0,1429.0,8.0,30.0,681.0,1.0,1.0,1.0,2008.0,Chicago
49.0,4.0,1429.0,8.0,30.0,681.0,1.0,1.0,1.0,2004.0,Chicago
49.0,4.0,1429.0,8.0,30.0,681.0,1.0,1.0,1.0,2010.0,Chicago
49.0,4.0,1429.0,8.0,30.0,681.0,1.0,1.0,1.0,2005.0,Chicago
49.0,4.0,1429.0,8.0,30.0,681.0,1.0,1.0,1.0,2000.0,Chicago
49.0,3.0,758.0,5.0,27.0,766.0,1.0,0.0,1.0,2008.0,Chicago
49.0,3.0,758.0,5.0,27.0,766.0,1.0,0.0,1.0,2004.0,Chicago
49.0,3.0,758.0,5.0,27.0,766.0,1.0,0.0,1.0,2010.0,Chicago
49.0,3.0,758.0,5.0,27.0,766.0,1.0,0.0,1.0,2005.0,Chicago
49.0,3.0,758.0,5.0,27.0,766.0,1.0,0.0,1.0,2000.0,Chicago
49.0,2.0,1049.0,5.0,0.0,710.0,1.5,0.0,0.0,2008.0,Chicago
49.0,2.0,1049.0,5.0,0.0,710.0,1.5,0.0,0.0,2004.0,Chicago
49.0,2.0,1049.0,5.0,0.0,710.0,1.5,0.0,0.0,2010.0,Chicago
49.0,2.0,1049.0,5.0,0.0,710.0,1.5,0.0,0.0,2005.0,Chicago
49.0,2.0,1049.0,5.0,0.0,710.0,1.5,0.0,0.0,2000.0,Chicago
70.0,3.0,2261.0,6.0,29.0,2700.0,1.0,2.0,0.0,2002.0,Chicago
70.0,3.0,2261.0,6.0,29.0,2700.0,1.0,2.0,0.0,1995.0,Chicago
70.0,3.0,2261.0,6.0,29.0,2700.0,1.0,2.0,0.0,2001.0,Chicago
70.0,3.0,2230.0,6.0,29.0,2727.0,1.0,2.0,0.0,2002.0,Chicago
70.0,3.0,2230.0,6.0,29.0,2727.0,1.0,2.0,0.0,1995.0,Chicago
70.0,3.0,2230.0,6.0,29.0,2727.0,1.0,2.0,0.0,2001.0,Chicago
70.0,2.0,2191.0,6.0,29.0,2688.0,1.0,2.0,0.0,2002.0,Chicago
70.0,2.0,2191.0,6.0,29.0,2688.0,1.0,2.0,0.0,1995.0,Chicago
70.0,2.0,2191.0,6.0,29.0,2688.0,1.0,2.0,0.0,2001.0,Chicago
70.0,3.0,1233.0,8.0,33.0,827.0,1.5,1.5,0.0,2002.0,Chicago
70.0,3.0,1233.0,8.0,33.0,827.0,1.5,1.5,0.0,1995.0,Chicago
70.0,3.0,1233.0,8.0,33.0,827.0,1.5,1.5,0.0,2001.0,Chicago
70.0,5.0,0.0,8.0,33.0,768.0,1.5,1.5,0.0,2002.0,Chicago
70.0,5.0,0.0,8.0,33.0,768.0,1.5,1.5,0.0,1995.0,Chicago
70.0,5.0,0.0,8.0,33.0,768.0,1.5,1.5,0.0,2001.0,Chicago
70.0,2.0,2196.0,6.0,29.0,2711.0,1.0,2.0,0.0,2002.0,Chicago
70.0,2.0,2196.0,6.0,29.0,2711.0,1.0,2.0,0.0,1995.0,Chicago
70.0,2.0,2196.0,6.0,29.0,2711.0,1.0,2.0,0.0,2001.0,Chicago
70.0,3.0,1250.0,8.0,33.0,851.0,1.5,1.5,0.0,2002.0,Chicago
70.0,3.0,1250.0,8.0,33.0,851.0,1.5,1.5,0.0,1995.0,Chicago
70.0,3.0,1250.0,8.0,33.0,851.0,1.5,1.5,0.0,2001.0,Chicago
72.0,4.0,1290.0,8.0,0.0,800.0,1.5,1.5,0.0,2006.0,Chicago
72.0,4.0,1290.0,8.0,0.0,800.0,1.5,1.5,0.0,2001.0,Chicago
72.0,5.0,1299.0,8.0,33.0,767.0,1.5,1.5,0.0,2006.0,Chicago
72.0,5.0,1299.0,8.0,33.0,767.0,1.5,1.5,0.0,2001.0,Chicago
82.0,4.0,2104.0,9.0,40.0,1038.0,2.5,1.0,1.0,1997.0,Chicago
85.0,8.0,2240.0,12.0,50.0,1200.0,3.0,2.0,0.0,2010.0,Chicago
85.0,8.0,2240.0,12.0,50.0,1200.0,3.0,2.0,0.0,2005.0,Chicago
85.0,8.0,2240.0,12.0,50.0,1200.0,3.0,2.0,0.0,1998.0,Chicago
85.0,7.0,2295.0,12.0,50.0,1233.0,3.0,2.0,0.0,2010.0,Chicago
85.0,7.0,2295.0,12.0,50.0,1233.0,3.0,2.0,0.0,2005.0,Chicago
85.0,7.0,2295.0,12.0,50.0,1233.0,3.0,2.0,0.0,1998.0,Chicago
85.0,3.0,2240.0,9.0,40.0,1101.0,2.5,1.0,1.0,2010.0,Chicago
85.0,3.0,2240.0,9.0,40.0,1101.0,2.5,1.0,1.0,2005.0,Chicago
85.0,3.0,2240.0,9.0,40.0,1101.0,2.5,1.0,1.0,1998.0,Chicago
45.0,2.0,641.0,5.0,25.0,860.0,1.0,0.0,0.0,1996.0,Chicago
45.0,2.0,641.0,5.0,25.0,860.0,1.0,0.0,0.0,1997.0,Chicago
45.0,2.0,641.0,5.0,25.0,860.0,1.0,0.0,0.0,2000.0,Chicago
45.0,3.0,583.0,5.0,25.0,888.0,1.0,0.0,0.0,1996.0,Chicago
45.0,3.0,583.0,5.0,25.0,888.0,1.0,0.0,0.0,1997.0,Chicago
45.0,3.0,583.0,5.0,25.0,888.0,1.0,0.0,0.0,2000.0,Chicago
45.0,2.0,0.0,4.0,30.0,470.0,2.0,1.0,0.0,1996.0,Chicago
45.0,2.0,0.0,4.0,30.0,470.0,2.0,1.0,0.0,1997.0,Chicago
45.0,2.0,0.0,4.0,30.0,470.0,2.0,1.0,0.0,2000.0,Chicago
45.0,3.0,581.0,5.0,25.0,821.0,1.0,0.0,0.0,1996.0,Chicago
45.0,3.0,581.0,5.0,25.0,821.0,1.0,0.0,0.0,1997.0,Chicago
45.0,3.0,581.0,5.0,25.0,821.0,1.0,0.0,0.0,2000.0,Chicago
45.0,3.0,860.0,7.0,25.0,970.0,2.0,1.0,0.0,1996.0,Chicago
45.0,3.0,860.0,7.0,25.0,970.0,2.0,1.0,0.0,1997.0,Chicago
45.0,3.0,860.0,7.0,25.0,970.0,2.0,1.0,0.0,2000.0,Chicago
45.0,4.0,0.0,6.0,25.0,649.0,1.0,0.0,0.0,1996.0,Chicago
45.0,4.0,0.0,6.0,25.0,649.0,1.0,0.0,0.0,1997.0,Chicago
45.0,4.0,0.0,6.0,25.0,649.0,1.0,0.0,0.0,2000.0,Chicago
47.0,3.0,862.0,6.0,25.0,600.0,1.0,0.0,0.0,2000.0,Chicago
47.0,3.0,862.0,6.0,25.0,600.0,1.0,0.0,0.0,2003.0,Chicago
47.0,3.0,874.0,6.0,25.0,565.0,1.0,0.0,0.0,2000.0,Chicago
47.0,3.0,874.0,6.0,25.0,565.0,1.0,0.0,0.0,2003.0,Chicago
47.0,3.0,1053.0,7.0,30.0,700.0,1.5,0.0,0.0,2000.0,Chicago
47.0,3.0,1053.0,7.0,30.0,700.0,1.5,0.0,0.0,2003.0,Chicago
47.0,4.0,924.0,6.0,25.0,633.0,1.0,0.0,0.0,2000.0,Chicago
47.0,4.0,924.0,6.0,25.0,633.0,1.0,0.0,0.0,2003.0,Chicago
47.0,2.0,676.0,5.0,25.0,880.0,1.0,0.0,0.0,2000.0,Chicago
47.0,2.0,676.0,5.0,25.0,880.0,1.0,0.0,0.0,2003.0,Chicago
47.0,2.0,766.0,4.0,30.0,418.0,2.0,1.0,0.0,2000.0,Chicago
47.0,2.0,766.0,4.0,30.0,418.0,2.0,1.0,0.0,2003.0,Chicago
60.0,2.0,782.0,5.0,25.0,834.0,1.0,0.0,0.0,1995.0,Chicago
60.0,2.0,782.0,5.0,25.0,834.0,1.0,0.0,0.0,1999.0,Chicago
60.0,2.0,828.0,5.0,35.0,913.0,1.5,1.0,0.0,1995.0,Chicago
60.0,2.0,828.0,5.0,35.0,913.0,1.5,1.0,0.0,1999.0,Chicago
62.0,3.0,1126.0,7.0,30.0,734.0,2.0,0.0,1.0,2001.0,Chicago
62.0,3.0,1126.0,7.0,30.0,734.0,2.0,0.0,1.0,2003.0,Chicago
62.0,3.0,1124.0,7.0,50.0,1129.0,1.5,1.5,0.0,2001.0,Chicago
62.0,3.0,1124.0,7.0,50.0,1129.0,1.5,1.5,0.0,2003.0,Chicago
62.0,3.0,1133.0,7.0,30.0,725.0,2.0,0.0,1.0,2001.0,Chicago
62.0,3.0,1133.0,7.0,30.0,725.0,2.0,0.0,1.0,2003.0,Chicago
62.0,4.0,951.0,7.0,30.0,895.0,2.0,1.0,0.0,2001.0,Chicago
62.0,4.0,951.0,7.0,30.0,895.0,2.0,1.0,0.0,2003.0,Chicago
66.0,2.0,929.0,5.0,30.0,1355.0,1.0,1.0,0.0,2002.0,Chicago
66.0,2.0,929.0,5.0,30.0,1355.0,1.0,1.0,0.0,1995.0,Chicago
66.0,2.0,929.0,5.0,30.0,1355.0,1.0,1.0,0.0,2004.0,Chicago
66.0,3.0,1053.0,7.0,30.0,867.0,2.0,1.0,0.0,2002.0,Chicago
66.0,3.0,1053.0,7.0,30.0,867.0,2.0,1.0,0.0,1995.0,Chicago
66.0,3.0,1053.0,7.0,30.0,867.0,2.0,1.0,0.0,2004.0,Chicago
66.0,4.0,1243.0,8.0,37.0,591.0,2.0,2.0,0.0,2002.0,Chicago
66.0,4.0,1243.0,8.0,37.0,591.0,2.0,2.0,0.0,1995.0,Chicago
66.0,4.0,1243.0,8.0,37.0,591.0,2.0,2.0,0.0,2004.0,Chicago
66.0,3.0,1080.0,7.0,50.0,1127.0,1.5,1.5,0.0,2002.0,Chicago
66.0,3.0,1080.0,7.0,50.0,1127.0,1.5,1.5,0.0,1995.0,Chicago
66.0,3.0,1080.0,7.0,50.0,1127.0,1.5,1.5,0.0,2004.0,Chicago
66.0,4.0,0.0,8.0,37.0,565.0,2.0,2.0,0.0,2002.0,Chicago
66.0,4.0,0.0,8.0,37.0,565.0,2.0,2.0,0.0,1995.0,Chicago
66.0,4.0,0.0,8.0,37.0,565.0,2.0,2.0,0.0,2004.0,Chicago
35.0,4.0,1137.0,7.0,25.0,561.0,1.5,0.0,0.0,1999.0,Chicago
35.0,5.0,1142.0,7.0,25.0,543.0,1.5,0.0,0.0,1999.0,Chicago
38.0,3.0,743.0,6.0,25.0,489.0,1.0,0.0,0.0,2001.0,Chicago
43.0,3.0,596.0,5.0,50.0,0.0,1.0,0.0,0.0,1998.0,Chicago
43.0,3.0,843.0,5.0,27.0,777.0,1.0,0.0,1.0,1998.0,Chicago
43.0,2.0,0.0,4.0,30.0,425.0,2.0,1.0,0.0,1998.0,Chicago
43.0,2.0,593.0,4.0,30.0,465.0,2.0,1.0,0.0,1998.0,Chicago
46.0,2.0,803.0,5.0,27.0,774.0,1.0,0.0,1.0,2005.0,Chicago
46.0,2.0,803.0,5.0,27.0,774.0,1.0,0.0,1.0,1997.0,Chicago
46.0,2.0,803.0,5.0,27.0,774.0,1.0,0.0,1.0,2002.0,Chicago
46.0,2.0,696.0,4.0,30.0,440.0,2.0,1.0,0.0,2005.0,Chicago
46.0,2.0,696.0,4.0,30.0,440.0,2.0,1.0,0.0,1997.0,Chicago
46.0,2.0,696.0,4.0,30.0,440.0,2.0,1.0,0.0,2002.0,Chicago
46.0,3.0,855.0,7.0,25.0,948.0,2.0,1.0,0.0,2005.0,Chicago
46.0,3.0,855.0,7.0,25.0,948.0,2.0,1.0,0.0,1997.0,Chicago
46.0,3.0,855.0,7.0,25.0,948.0,2.0,1.0,0.0,2002.0,Chicago
46.0,3.0,643.0,5.0,50.0,756.0,1.0,0.0,0.0,2005.0,Chicago
46.0,3.0,643.0,5.0,50.0,756.0,1.0,0.0,0.0,1997.0,Chicago
46.0,3.0,643.0,5.0,50.0,756.0,1.0,0.0,0.0,2002.0,Chicago
46.0,2.0,856.0,5.0,27.0,745.0,1.0,0.0,1.0,2005.0,Chicago
46.0,2.0,856.0,5.0,27.0,745.0,1.0,0.0,1.0,1997.0,Chicago
46.0,2.0,856.0,5.0,27.0,745.0,1.0,0.0,1.0,2002.0,Chicago
50.0,2.0,691.0,6.0,30.0,549.0,1.0,2.0,1.0,1996.0,Chicago
50.0,2.0,691.0,6.0,30.0,549.0,1.0,2.0,1.0,2000.0,Chicago
50.0,2.0,691.0,6.0,30.0,549.0,1.0,2.0,1.0,2002.0,Chicago
50.0,2.0,0.0,5.0,39.0,687.0,1.5,0.0,0.0,1996.0,Chicago
50.0,2.0,0.0,5.0,39.0,687.0,1.5,0.0,0.0,2000.0,Chicago
50.0,2.0,0.0,5.0,39.0,687.0,1.5,0.0,0.0,2002.0,Chicago
50.0,3.0,861.0,6.0,25.0,567.0,1.0,0.0,0.0,1996.0,Chicago
50.0,3.0,861.0,6.0,25.0,567.0,1.0,0.0,0.0,2000.0,Chicago
50.0,3.0,861.0,6.0,25.0,567.0,1.0,0.0,0.0,2002.0,Chicago
50.0,2.0,634.0,6.0,0.0,536.0,1.0,2.0,1.0,1996.0,Chicago
50.0,2.0,634.0,6.0,0.0,536.0,1.0,2.0,1.0,2000.0,Chicago
50.0,2.0,634.0,6.0,0.0,536.0,1.0,2.0,1.0,2002.0,Chicago
65.0,3.0,1023.0,7.0,30.0,900.0,2.0,1.0,0.0,2000.0,Chicago
65.0,3.0,1023.0,7.0,30.0,900.0,2.0,1.0,0.0,2003.0,Chicago
65.0,3.0,1023.0,7.0,30.0,900.0,2.0,1.0,0.0,2001.0,Chicago
65.0,4.0,1250.0,8.0,37.0,554.0,2.0,2.0,0.0,2000.0,Chicago
65.0,4.0,1250.0,8.0,37.0,554.0,2.0,2.0,0.0,2003.0,Chicago
65.0,4.0,1250.0,8.0,37.0,554.0,2.0,2.0,0.0,2001.0,Chicago
65.0,2.0,1145.0,7.0,50.0,0.0,1.5,1.5,0.0,2000.0,Chicago
65.0,2.0,1145.0,7.0,50.0,0.0,1.5,1.5,0.0,2003.0,Chicago
65.0,2.0,1145.0,7.0,50.0,0.0,1.5,1.5,0.0,2001.0,Chicago
65.0,2.0,0.0,7.0,30.0,719.0,2.0,0.0,1.0,2000.0,Chicago
65.0,2.0,0.0,7.0,30.0,719.0,2.0,0.0,1.0,2003.0,Chicago
65.0,2.0,0.0,7.0,30.0,719.0,2.0,0.0,1.0,2001.0,Chicago
65.0,3.0,991.0,7.0,30.0,902.0,2.0,1.0,0.0,2000.0,Chicago
65.0,3.0,991.0,7.0,30.0,902.0,2.0,1.0,0.0,2003.0,Chicago
65.0,3.0,991.0,7.0,30.0,902.0,2.0,1.0,0.0,2001.0,Chicago
65.0,2.0,1107.0,7.0,30.0,722.0,2.0,0.0,1.0,2000.0,Chicago
65.0,2.0,1107.0,7.0,30.0,722.0,2.0,0.0,1.0,2003.0,Chicago
65.0,2.0,1107.0,7.0,30.0,722.0,2.0,0.0,1.0,2001.0,Chicago
54.0,1.0,964.0,5.0,39.0,621.0,1.5,0.0,0.0,2004.0,Chicago
54.0,2.0,944.0,5.0,39.0,684.0,1.5,0.0,0.0,2004.0,Chicago
61.0,3.0,1041.0,6.0,24.0,966.0,1.5,2.0,0.0,1998.0,Chicago
61.0,3.0,1041.0,6.0,24.0,966.0,1.5,2.0,0.0,1995.0,Chicago
61.0,1.0,785.0,5.0,25.0,817.0,1.0,0.0,0.0,1998.0,Chicago
61.0,1.0,785.0,5.0,25.0,817.0,1.0,0.0,0.0,1995.0,Chicago
61.0,3.0,715.0,5.0,25.0,815.0,1.0,0.0,0.0,1998.0,Chicago
61.0,3.0,715.0,5.0,25.0,815.0,1.0,0.0,0.0,1995.0,Chicago
61.0,4.0,0.0,8.0,37.0,581.0,2.0,2.0,0.0,1998.0,Chicago
61.0,4.0,0.0,8.0,37.0,581.0,2.0,2.0,0.0,1995.0,Chicago
61.0,1.0,729.0,5.0,33.0,1054.0,1.0,2.0,1.0,1998.0,Chicago
61.0,1.0,729.0,5.0,33.0,1054.0,1.0,2.0,1.0,1995.0,Chicago
81.0,5.0,2173.0,9.0,40.0,1074.0,2.5,1.0,1.0,1998.0,Chicago
81.0,5.0,2170.0,9.0,40.0,1065.0,2.5,1.0,1.0,1998.0,Chicago
88.0,8.0,2278.0,12.0,50.0,1183.0,3.0,2.0,0.0,2005.0,Chicago
88.0,8.0,2228.0,12.0,50.0,1208.0,3.0,2.0,0.0,2005.0,Chicago
88.0,7.0,2277.0,12.0,50.0,1248.0,3.0,2.0,0.0,2005.0,Chicago
36.0,4.0,812.0,6.0,25.0,508.0,1.0,0.0,0.0,2001.0,Chicago
